 1.37676573E+01 2.80934145E-02-1.10355898E-05 2.00800857E-09-1.38120273E-13    2
-2.60683039E+04-3.55219732E+01 7.02813055E-01 7.02863665E-02-6.23185885E-05    3
 2.98132158E-08-5.80883582E-12-2.28220001E+04 3.03253388E+01                   4
C4H7OH-3OOH-4     201912C   4H   9O   3N   0G     298.0    5000.0 1089.88     41
 1.37676573E+01 2.80934145E-02-1.10355898E-05 2.00800857E-09-1.38120273E-13    2
-2.60683039E+04-3.55219732E+01 7.02813055E-01 7.02863665E-02-6.23185885E-05    3
 2.98132158E-08-5.80883582E-12-2.28220001E+04 3.03253388E+01                   4
PC4H8OH-2O2H      201912C   4H  10O   3N   0G     298.0    5000.0 1409.81     51
 1.38390517E+01 3.11515625E-02-1.24717265E-05 2.30065920E-09-1.59840893E-13    2
-5.09890518E+04-3.86442065E+01 4.34789428E-01 7.31043807E-02-6.20306800E-05    3
 2.85258016E-08-5.40607719E-12-4.75504568E+04 2.93443626E+01                   4
PC4H8OH-1O2       201912C   4H   9O   3N   0G     298.0    5000.0 1328.71     51
 1.63470261E+01 2.56236689E-02-1.02307859E-05 1.88884366E-09-1.31517676E-13    2
-3.85477514E+04-5.39601670E+01 9.10010285E-01 6.93023153E-02-5.57401717E-05    3
 2.25768634E-08-3.59128118E-12-3.42627022E+04 2.57180548E+01                   4
PC4H8OH-2O2       201912C   4H   9O   3N   0G     298.0    5000.0 1404.43     51
 1.34407879E+01 2.91211589E-02-1.17890362E-05 2.19190467E-09-1.53150659E-13    2
-3.40433955E+04-3.59101291E+01 1.39329312E+00 6.60646043E-02-5.45913313E-05    3
 2.44553627E-08-4.54477677E-12-3.08896299E+04 2.54441633E+01                   4
PC4H8OH-3O2       201912C   4H   9O   3N   0G     298.0    5000.0 1404.43     51
 1.34407879E+01 2.91211589E-02-1.17890362E-05 2.19190467E-09-1.53150659E-13    2
-3.40433955E+04-3.59101291E+01 1.39329312E+00 6.60646043E-02-5.45913313E-05    3
 2.44553627E-08-4.54477677E-12-3.08896299E+04 2.54441633E+01                   4
PC4H8OH-1O        201912C   4H   9O   2N   0G     298.0    5000.0 1351.91     41
 1.12609236E+01 3.11121706E-02-1.32706153E-05 2.55768770E-09-1.83306680E-13    2
-3.54408291E+04-2.76803852E+01 5.50544977E+00 3.89496394E-02-1.07638851E-05    3
-4.52753558E-09 2.23706482E-12-3.31558676E+04 4.74037149E+00                   4
PC4H8OH-2O        201912C   4H   9O   2N   0G     298.0    5000.0 1348.98     41
 1.24594070E+01 2.68344266E-02-1.06508384E-05 1.95452007E-09-1.35355069E-13    2
-3.26416829E+04-3.39606452E+01 1.09135178E+00 5.91358187E-02-4.45932588E-05    3
 1.76115715E-08-2.81519180E-12-2.94903775E+04 2.46863894E+01                   4
PC4H8OH-3O        201912C   4H   9O   2N   0G     298.0    5000.0 1348.98     41
 1.24594070E+01 2.68344266E-02-1.06508384E-05 1.95452007E-09-1.35355069E-13    2
-3.26416829E+04-3.39606452E+01 1.09135178E+00 5.91358187E-02-4.45932588E-05    3
 1.76115715E-08-2.81519180E-12-2.94903775E+04 2.46863894E+01                   4
C4H7OH-1OOH-2     201912C   4H   9O   3N   0G     298.0    5000.0 1293.06     51
 1.64544759E+01 2.42696491E-02-9.38088373E-06 1.69655284E-09-1.16563306E-13    2
-3.21671984E+04-5.19842666E+01 1.63599078E+00 6.31983090E-02-4.56037773E-05    3
 1.54315508E-08-1.77948744E-12-2.78429264E+04 2.53958984E+01                   4
C4H7OH-1OOH-3     201912C   4H   9O   3N   0G     298.0    5000.0 1293.06     51
 1.64544759E+01 2.42696491E-02-9.38088373E-06 1.69655284E-09-1.16563306E-13    2
-3.21671984E+04-5.19842666E+01 1.63599078E+00 6.31983090E-02-4.56037773E-05    3
 1.54315508E-08-1.77948744E-12-2.78429264E+04 2.53958984E+01                   4
C4H7OH-2OOH-1     201912C   4H   9O   3N   0G     298.0    5000.0 1098.81     41
 1.38083726E+01 2.84518380E-02-1.12860094E-05 2.06752389E-09-1.42894737E-13    2
-2.90879383E+04-3.70961582E+01 1.82020902E+00 6.71623913E-02-5.84512858E-05    3
 2.77637145E-08-5.41912614E-12-2.61011455E+04 2.33418094E+01                   4
C4H7OH-3OOH-1     201912C   4H   9O   3N   0G     298.0    5000.0 1098.81     41
 1.38083726E+01 2.84518380E-02-1.12860094E-05 2.06752389E-09-1.42894737E-13    2
-2.90879383E+04-3.70961582E+01 1.82020902E+00 6.71623913E-02-5.84512858E-05    3
 2.77637145E-08-5.41912614E-12-2.61011455E+04 2.33418094E+01                   4
C4H7OH-2OOH-3     201912C   4H   9O   3N   0G     298.0    5000.0 1360.03     41
 1.30358030E+01 2.83851484E-02-1.10467223E-05 1.99727600E-09-1.36775878E-13    2
-2.74265571E+04-3.09609116E+01 1.92346904E+00 6.12641543E-02-4.72926127E-05    3
 1.96829435E-08-3.36687421E-12-2.44487332E+04 2.59553814E+01                   4
C4H7OH-3OOH-2     201912C   4H   9O   3N   0G     298.0    5000.0 1360.03     41
 1.30358030E+01 2.83851484E-02-1.10467223E-05 1.99727600E-09-1.36775878E-13    2
-2.74265571E+04-3.09609116E+01 1.92346904E+00 6.12641543E-02-4.72926127E-05    3
 1.96829435E-08-3.36687421E-12-2.44487332E+04 2.59553814E+01                   4
C4H7OH-1OOH-2O2   201912C   4H   9O   5N   0G     298.0    5000.0 1321.04     61
 2.24628073E+01 2.36225775E-02-9.07560965E-06 1.63422031E-09-1.11933215E-13    2
-5.18956283E+04-8.12993741E+01 2.11576015E+00 8.47676993E-02-7.74379117E-05    3
 3.53827665E-08-6.32760175E-12-4.65297635E+04 2.25918124E+01                   4
C4H7OH-1OOH-3O2   201912C   4H   9O   5N   0G     298.0    5000.0 1321.04     61
 2.24628073E+01 2.36225775E-02-9.07560965E-06 1.63422031E-09-1.11933215E-13    2
-5.18956283E+04-8.12993741E+01 2.11576015E+00 8.47676993E-02-7.74379117E-05    3
 3.53827665E-08-6.32760175E-12-4.65297635E+04 2.25918124E+01                   4
C4H7OH-2OOH-1O2   201912C   4H   9O   5N   0G     298.0    5000.0 1321.04     61
 2.24628073E+01 2.36225775E-02-9.07560965E-06 1.63422031E-09-1.11933215E-13    2
-5.18956283E+04-8.12993741E+01 2.11576015E+00 8.47676993E-02-7.74379117E-05    3
 3.53827665E-08-6.32760175E-12-4.65297635E+04 2.25918124E+01                   4
C4H7OH-3OOH-1O2   201912C   4H   9O   5N   0G     298.0    5000.0 1321.04     61
 2.24628073E+01 2.36225775E-02-9.07560965E-06 1.63422031E-09-1.11933215E-13    2
-5.18956283E+04-8.12993741E+01 2.11576015E+00 8.47676993E-02-7.74379117E-05    3
 3.53827665E-08-6.32760175E-12-4.65297635E+04 2.25918124E+01                   4
C4H7OHCYO1-4      201912C   4H   8O   2N   0G     298.0    5000.0 1349.52     11
 9.15489155E+00 2.96063663E-02-1.20807000E-05 2.26229050E-09-1.59026348E-13    2
-5.09391671E+04-2.28622844E+01-5.21416315E+00 6.89442841E-02-5.15527667E-05    3
 1.94488898E-08-2.89418966E-12-4.68340286E+04 5.17466359E+01                   4
IC4H7OH-3OOH-3    201912C   4H   9O   3N   0G     298.0    5000.0 1109.30     31
 1.31886821E+01 2.93575859E-02-1.16018466E-05 2.11961339E-09-1.46202700E-13    2
-2.47490112E+04-3.24448927E+01 9.39545590E-02 7.24407060E-02-6.50213565E-05    3
 3.16794849E-08-6.29629752E-12-2.15483320E+04 3.33220757E+01                   4
IC4H7OH-1OOH-3    201912C   4H   9O   3N   0G     298.0    5000.0 1300.68     31
 1.80758628E+01 2.23869194E-02-8.26368622E-06 1.44322282E-09-9.66063044E-14    2
-3.17982616E+04-6.21368823E+01-6.32286055E-02 7.79464870E-02-7.16133311E-05    3
 3.33458057E-08-6.08987422E-12-2.71009456E+04 3.01416018E+01                   4
IC4KET31OH-1      201912C   4H   8O   4N   0G     298.0    5000.0 1287.25     31
 1.85467124E+01 2.21892326E-02-8.27927277E-06 1.46073087E-09-9.86412717E-14    2
-6.69523391E+04-6.37079802E+01 1.63366917E+00 7.03472889E-02-5.85243958E-05    3
 2.41579871E-08-3.82616291E-12-6.23011788E+04 2.34517932E+01                   4
PC4H9O     5/22/19 THERMC   4H   9O   1    0G   300.000  5000.000 1377.000    51
 1.59800820E+01 1.86666688E-02-6.53091470E-06 1.02946368E-09-6.03632808E-14    2
-1.45903762E+04-5.84013523E+01 2.12367708E+00 4.50435213E-02-2.33307367E-05    3
 4.67283188E-09-9.44210225E-14-9.13682194E+03 1.82141590E+01                   4
SC4H9O     6/ 3/19 THERMC   4H   9O   1    0G   300.000  5000.000 1411.000    31
 1.52130012E+01 1.90029969E-02-6.39004701E-06 9.80774402E-10-5.64493733E-14    2
-1.59888805E+04-5.50090185E+01 2.01772535E+00 4.70083969E-02-2.74726645E-05    3
 7.36290028E-09-6.30414237E-13-1.11892176E+04 1.67476930E+01                   4
NC4KET14          201907C   4H   8O   3N   0G     298.0    5000.0 1365.10     41
 1.18724011E+01 2.95861333E-02-1.23781829E-05 2.35501123E-09-1.67274000E-13    2
-4.01022395E+04-2.85546941E+01 2.66185513E+00 5.23171962E-02-3.21298767E-05    3
 9.30195451E-09-9.40304266E-13-3.72581714E+04 2.00899520E+01                   4
TC4H9O     6/ 6/19 THERMC   4H   9O   1    0G   300.000  5000.000 1373.000    31
 1.51889028E+01 2.01475610E-02-7.03124743E-06 1.10634275E-09-6.47863602E-14    2
-1.85728281E+04-5.79039670E+01 4.11245323E+00 3.82049645E-02-1.49012588E-05    3
 6.45321553E-10 5.86115592E-13-1.38207918E+04 4.56529973E+00                   4
IC4H9O     6/ 6/19 THERMC   4H   9O   1    0G   300.000  5000.000 1408.000    21
 1.45487383E+01 1.98034746E-02-6.62385195E-06 1.01280939E-09-5.81324882E-14    2
-1.47700814E+04-5.09894404E+01 1.03446670E+00 5.07113800E-02-3.31573842E-05    3
 1.11473690E-08-1.50615259E-12-1.00461728E+04 2.17637530E+01                   4
IC4KETII          201908C   4H   8O   3N   0G     298.0    5000.0 1381.44     41
 1.16675064E+01 2.90733018E-02-1.19573617E-05 2.24780631E-09-1.58290279E-13    2
-4.10661630E+04-2.73532872E+01 2.47690218E+00 5.42493732E-02-3.75778694E-05    3
 1.38057640E-08-2.12577515E-12-3.84216168E+04 2.04050086E+01                   4
IC4KETIT          201908C   4H   8O   3N   0G     298.0    5000.0 1377.87     41
 1.37630134E+01 2.86587812E-02-1.22778244E-05 2.37410713E-09-1.70569845E-13    2
-4.40595115E+04-4.19295955E+01 1.21138700E+00 6.21960589E-02-4.53327859E-05    3
 1.66983537E-08-2.49378463E-12-4.03776095E+04 2.35681700E+01                   4
IC4H8OH-IT 6/ 6/19 THERMC   4H   9O   1    0G   300.000  5000.000 1394.000    31
 1.27710032E+01 2.08587233E-02-6.98288791E-06 1.06846196E-09-6.13610631E-14    2
-1.85268219E+04-3.74820582E+01 1.49720396E+00 4.22407186E-02-1.99570918E-05    3
 3.20577028E-09 1.74209869E-13-1.41368449E+04 2.47866709E+01                   4
IC4H8OH-TI 6/ 6/19 THERMC   4H   9O   1    0G   300.000  5000.000 1388.000    31
 1.42254637E+01 2.04007203E-02-6.98915914E-06 1.08594770E-09-6.30285184E-14    2
-1.94652160E+04-4.90802916E+01 3.78381241E+00 4.22373437E-02-2.46770624E-05    3
 7.87254264E-09-1.12417409E-12-1.54446413E+04 8.13596241E+00                   4
IC4H8OH    6/ 6/19 THERMC   4H   9O   1    0G   300.000  5000.000 1407.000    21
 1.35588099E+01 2.03843070E-02-6.76390977E-06 1.02816989E-09-5.87568417E-14    2
-1.59305617E+04-4.22495069E+01-4.91433851E-01 5.77272758E-02-4.58252842E-05    3
 1.98677601E-08-3.53893481E-12-1.14782741E+04 3.16440742E+01                   4
TQJC4H8OH         201908C   4H   9O   3N   0G     298.0    5000.0 1127.44     31
 1.24204346E+01 3.02588781E-02-1.20002179E-05 2.19689756E-09-1.51716581E-13    2
-3.68264625E+04-3.31113836E+01 9.76110845E-01 6.85803470E-02-6.04412188E-05    3
 2.95409773E-08-5.95311883E-12-3.40704683E+04 2.41789947E+01                   4
TQC4H7OHI         201908C   4H   9O   3N   0G     298.0    5000.0 1153.92     31
 1.29495943E+01 2.95272377E-02-1.16386408E-05 2.12080778E-09-1.45943800E-13    2
-3.19613411E+04-3.46027468E+01 1.51551614E+00 6.89446493E-02-6.27360979E-05    3
 3.15698562E-08-6.49712393E-12-2.92943763E+04 2.22849095E+01                   4
CCY(CCO)COH       201908C   4H   8O   2N   0G     298.0    5000.0 1378.80     31
 1.11388924E+01 2.53551854E-02-9.97335495E-06 1.81999964E-09-1.25595520E-13    2
-3.95217173E+04-3.13835007E+01-3.63710432E+00 7.02577811E-02-6.10400437E-05    3
 2.76336817E-08-5.02766030E-12-3.56494536E+04 4.39359152E+01                   4
C2CY(COC)OH       201908C   4H   8O   2N   0G     298.0    5000.0 1365.77     31
 1.07434149E+01 2.78807825E-02-1.15827056E-05 2.19363237E-09-1.55335022E-13    2
-4.44346832E+04-3.06975441E+01 2.78339832E-01 5.55538294E-02-3.82557980E-05    3
 1.32817489E-08-1.82918301E-12-4.13548442E+04 2.39767570E+01                   4
TQC4H7OHIO2       201909C   4H   9O   5N   0G     298.0    5000.0 1391.56     61
 2.14219021E+01 2.51839041E-02-9.81804487E-06 1.78214797E-09-1.22590459E-13    2
-5.47221231E+04-7.78686525E+01 1.84962147E+00 8.63364063E-02-8.13417306E-05    3
 3.89406992E-08-7.36402492E-12-4.97278928E+04 2.13640932E+01                   4
TQC4H7OHTO2       201909C   4H   9O   5N   0G     298.0    5000.0 1391.56     61
 2.14219021E+01 2.51839041E-02-9.81804487E-06 1.78214797E-09-1.22590459E-13    2
-5.47221231E+04-7.78686525E+01 1.84962147E+00 8.63364063E-02-8.13417306E-05    3
 3.89406992E-08-7.36402492E-12-4.97278928E+04 2.13640932E+01                   4
HOCOCQ(CH3)2      201908C   4H   8O   4N   0G     298.0    5000.0 1379.96     51
 1.53674109E+01 3.04158473E-02-1.32606408E-05 2.59418123E-09-1.87888972E-13    2
-7.68074471E+04-4.93481765E+01 1.28196354E+00 6.73947001E-02-4.89639144E-05    3
 1.77115363E-08-2.58165568E-12-7.26144328E+04 2.43804031E+01                   4
PC4H8OH-2  5/22/19 THERMC   4H   9O   1    0G   300.000  5000.000 1391.000     1
 1.36653903E+01 1.98478191E-02-6.76398476E-06 1.04762565E-09-6.06817667E-14    2
-1.71432594E+04-4.20609993E+01 1.31310294E+00 4.23432949E-02-1.88835712E-05    3
 1.85046447E-09 5.67112814E-13-1.22565660E+04 2.64680510E+01                   4
SC4H8OH-1  6/ 3/19 THERMC   4H   9O   1    0G   300.000  5000.000 1409.000    31
 1.49435467E+01 1.83750606E-02-5.99101831E-06 9.00019263E-10-5.10157109E-14    2
-1.70790090E+04-4.95871303E+01 1.61218423E+00 5.27148849E-02-4.02390560E-05    3
 1.65076317E-08-2.77090534E-12-1.28064839E+04 2.08120444E+01                   4
C4H71-4OH  5/28/19 THERMC   4H   8O   1    0G   300.000  5000.000 1401.000    31
 1.33179971E+01 1.81260627E-02-6.09978769E-06 9.36632658E-10-5.39229032E-14    2
-2.48686376E+04-4.23792521E+01-7.86135950E-02 4.96382696E-02-3.44404175E-05    3
 1.25311945E-08-1.87313827E-12-2.02516976E+04 2.94675867E+01                   4
C4H71-1OH  5/28/19 THERMC   4H   8O   1    0G   300.000  5000.000 1404.000    31
 1.41654498E+01 1.72908438E-02-5.78471698E-06 8.84531217E-10-5.07674422E-14    2
-2.76828360E+04-4.87869009E+01-3.74022724E-01 5.63210816E-02-4.69129051E-05    3
 2.08167692E-08-3.74401398E-12-2.31289079E+04 2.75192816E+01                   4
C4H71-2OH  5/31/19 THERMC   4H   8O   1    0G   300.000  5000.000 1433.000    31
 1.32146416E+01 1.61290173E-02-4.97106526E-06 7.16222029E-10-3.93467563E-14    2
-2.92098557E+04-4.17783685E+01 7.81673672E-01 5.37545776E-02-4.81808512E-05    3
 2.27979220E-08-4.24448313E-12-2.58380424E+04 2.18000275E+01                   4
C4H72-1OH  5/28/19 THERMC   4H   8O   1    0G   300.000  5000.000 1667.000    31
 1.40691353E+01 2.03764527E-02-7.60954323E-06 1.25656941E-09-7.61871975E-14    2
-2.55863399E+04-4.95970976E+01 1.88802407E+00 4.05326747E-02-1.48821278E-05    3
-9.20657506E-10 1.07319319E-12-2.08124439E+04 1.84193190E+01                   4
CY(CCCO)COH       201907C   4H   8O   2N   0G     298.0    5000.0 1328.39     21
 1.20448549E+01 2.28062501E-02-8.42691494E-06 1.47465806E-09-9.89300404E-14    2
-3.85404004E+04-3.65036184E+01-7.20805960E+00 8.19621914E-02-7.62097026E-05    3
 3.58448149E-08-6.61349289E-12-3.35623413E+04 6.13969412E+01                   4
SQC4H7OHP-4O2     201907C   4H   9O   5N   0G     298.0    5000.0 1410.99     61
 1.77867189E+01 3.02502987E-02-1.22557475E-05 2.28061429E-09-1.59473512E-13    2
-4.49284565E+04-5.27894293E+01 2.31050883E+00 7.89883716E-02-7.01981358E-05    3
 3.31333704E-08-6.36713869E-12-4.09808416E+04 2.56158399E+01                   4
PC4H8OH-1  5/22/19 THERMC   4H   9O   1    0G   300.000  5000.000 1389.000     1
 1.49166689E+01 1.90216953E-02-6.53029275E-06 1.01640468E-09-5.90739624E-14    2
-1.89824966E+04-5.08260848E+01 1.02234164E+00 4.88952228E-02-3.03457606E-05    3
 9.36828171E-09-1.14283801E-12-1.38786510E+04 2.47454835E+01                   4
PC4H8OH-3  5/22/19 THERMC   4H   9O   1    0G   300.000  5000.000 1391.000     1
 1.36653903E+01 1.98478191E-02-6.76398476E-06 1.04762565E-09-6.06817667E-14    2
-1.71432594E+04-4.20609993E+01 1.31310294E+00 4.23432949E-02-1.88835712E-05    3
 1.85046447E-09 5.67112814E-13-1.22565660E+04 2.64680510E+01                   4
PC4H8OH-4  5/22/19 THERMC   4H   9O   1    0G   300.000  5000.000 1392.000     1
 1.45076016E+01 1.93817621E-02-6.65671293E-06 1.03632321E-09-6.02398309E-14    2
-1.58475957E+04-4.72650352E+01 7.33992011E-02 5.12130200E-02-3.30890141E-05    3
 1.08975821E-08-1.46015576E-12-1.06225220E+04 3.09642298E+01                   4
NC4H9OH    5/17/19 THERMC   4H  10O   1    0G   300.000  5000.000 1393.000    51
 1.51127706E+01 2.14133785E-02-7.35686844E-06 1.14553648E-09-6.65956542E-14    2
-4.09982953E+04-5.33683579E+01-7.11080317E-01 5.63964322E-02-3.65352995E-05    3
 1.21054090E-08-1.63707322E-12-3.52763271E+04 3.23654705E+01                   4
SC4H8OH-2  6/ 3/19 THERMC   4H   9O   1    0G   300.000  5000.000 1395.000    41
 1.45514712E+01 1.92722299E-02-6.50955109E-06 1.00200009E-09-5.77830714E-14    2
-2.09909632E+04-4.89349245E+01 1.96361387E+00 4.77673982E-02-3.11652479E-05    3
 1.07498897E-08-1.54834306E-12-1.65000330E+04 1.90391938E+01                   4
TC4H9OH    5/17/19 THERMC   4H  10O   1    0G   300.000  5000.000 1383.000    41
 1.48946838E+01 2.23137324E-02-7.73123474E-06 1.21057575E-09-7.06485415E-14    2
-4.52712112E+04-5.62520808E+01 1.27590999E+00 4.96336257E-02-2.79211482E-05    3
 7.80061918E-09-8.85148413E-13-3.99642487E+04 1.86983018E+01                   4
IC4H9OH    5/17/19 THERMC   4H  10O   1    0G   300.000  5000.000 1404.000    31
 1.42984586E+01 2.20508283E-02-7.37766373E-06 1.12810277E-09-6.47453296E-14    2
-4.14755040E+04-4.95689488E+01-1.65051831E+00 6.25311148E-02-4.76254113E-05    3
 1.96241032E-08-3.34282058E-12-3.62418434E+04 3.49700514E+01                   4
IC4H8OH-C  6/ 6/19 THERMC   4H   9O   1    0G   300.000  5000.000 1404.000    21
 1.36688989E+01 2.03074545E-02-6.74251569E-06 1.02547445E-09-5.86293926E-14    2
-1.92876956E+04-4.46007740E+01-4.50459114E-01 5.73214793E-02-4.49470073E-05    3
 1.92498245E-08-3.39823194E-12-1.47603878E+04 2.98419871E+01                   4
PC4H8OH-4O2H      201907C   4H  10O   3N   0G     298.0    5000.0 1397.65     51
 1.25614742E+01 3.34888921E-02-1.37304901E-05 2.57548075E-09-1.81080718E-13    2
-4.87253580E+04-3.09501360E+01 2.51653220E-01 6.98324290E-02-5.42779959E-05    3
 2.29438518E-08-4.08294774E-12-4.53855716E+04 3.21976943E+01                   4
PC4H8OH-4O2       201907C   4H   9O   3N   0G     298.0    5000.0 1392.27     51
 1.22282914E+01 3.13480694E-02-1.29932592E-05 2.45566134E-09-1.73585244E-13    2
-3.18049001E+04-2.85786783E+01 1.21653600E+00 6.27348086E-02-4.66821825E-05    3
 1.87209033E-08-3.17575631E-12-2.87251783E+04 2.82726981E+01                   4
PC4H8OH-4O        201907C   4H   9O   2N   0G     298.0    5000.0 1354.91     41
 1.12789466E+01 2.91402963E-02-1.19058248E-05 2.22893808E-09-1.56547827E-13    2
-3.03608387E+04-2.62129286E+01 1.40290995E+00 5.48457599E-02-3.59904697E-05    3
 1.17500649E-08-1.46822989E-12-2.74296709E+04 2.54975908E+01                   4
C4H7OH-4OOH-1     201907C   4H   9O   3N   0G     298.0    5000.0 1405.66     41
 1.25134700E+01 3.08198445E-02-1.25603791E-05 2.34558741E-09-1.64375140E-13    2
-2.68154051E+04-2.93044586E+01 1.63839866E+00 6.38894088E-02-5.07120646E-05    3
 2.22037331E-08-4.10399094E-12-2.39365304E+04 2.61883144E+01                   4
C4H7OH-4OOH-2     201907C   4H   9O   3N   0G     298.0    5000.0 1363.88     41
 1.16062776E+01 3.09734392E-02-1.24255187E-05 2.29574493E-09-1.59693013E-13    2
-2.51024500E+04-2.24161680E+01 1.71369795E+00 5.81887434E-02-4.00074483E-05    3
 1.45225361E-08-2.16497470E-12-2.22812877E+04 2.89191643E+01                   4
C4H7OH-4OOH-3     201907C   4H   9O   3N   0G     298.0    5000.0 1363.88     41
 1.16062776E+01 3.09734392E-02-1.24255187E-05 2.29574493E-09-1.59693013E-13    2
-2.51024500E+04-2.24161680E+01 1.71369795E+00 5.81887434E-02-4.00074483E-05    3
